n_KHit,t_cudaMM,n_hostDMiss,t_hostDLoad,s_hostDLoad,n_devDMiss,t_devDEvict,s_htod,t_htod,n_hostDHit,n_devDHit,t_zero,t_kernel,n_hostDWriteBack,s_dtoh,t_dtoh,t_hostDWriteBack,n_devDEvict,s_devDWriteBack,n_KMiss,t_kernelLoad,t_libff_invoke,t_write_input,t_read_output,name,mode,n_repeat,matDim,depth,s_matrix,client,warm
4.0,3.127294921875,9.0,0.034814453125,4194432.0,9.0,0.011083984375,20971648.0,0.888671875,7.0,7.0,0.058740234375,75.921875,1.0,4194304.0,1.400341796875,0.01474609375,0.0,0.0,0.0,0.0,82.587548828125,0.021728515625,0.018310546875,small_direct_kaas,direct,5,1024,4,37748736,kaas,True
3.0,4.71337890625,13.0,0.06689453125,20971648.0,13.0,0.01806640625,37748864.0,4.617431640625,3.0,3.0,0.0693359375,75.950439453125,1.0,4194304.0,1.417236328125,0.0205078125,0.0,0.0,1.0,0.236328125,89.05615234375,0.024169921875,,small_direct_kaas,direct,5,1024,4,37748736,kaas,False
4.0,126.33388671875,9.0,0.045166015625,268435584.0,9.0,0.0169921875,1342177408.0,81.60556640625,7.0,7.0,0.095068359375,37910.96723632813,1.0,268435456.0,80.71982421875,0.0224609375,0.0,0.0,0.0,0.0,38228.01860351562,0.0394287109375,0.026123046875,large_direct_kaas,direct,5,8192,4,2415919104,kaas,True
3.0,60.320068359375,13.0,0.084228515625,1342177408.0,13.0,0.02783203125,2415919232.0,407.92822265625,3.0,3.0,0.13671875,37905.998046875,1.0,268435456.0,80.660400390625,0.02392578125,0.0,0.0,1.0,0.23876953125,38483.24169921875,0.04150390625,,large_direct_kaas,direct,5,8192,4,2415919104,kaas,False
4.0,3.15078125,9.0,6.0154296875,4194432.0,9.0,0.016650390625,20971648.0,1.00205078125,7.0,7.0,0.07275390625,75.930322265625,1.0,4194304.0,1.400341796875,4.73037109375,0.0,0.0,0.0,0.0,1.291357421875,96.526806640625,0.749658203125,4.58447265625,6.59052734375,small_process_kaas,process,5,1024,4,37748736,kaas,True
3.0,4.877685546875,13.0,37.119384765625,20971648.0,13.0,0.03173828125,37748864.0,4.772216796875,3.0,3.0,0.10546875,76.02734375,1.0,4194304.0,1.41064453125,5.41943359375,0.0,0.0,1.0,0.23291015625,0.767333984375,133.615478515625,0.7421875,4.719482421875,,small_process_kaas,process,5,1024,4,37748736,kaas,False
4.0,85.0384765625,9.0,299.903076171875,268435584.0,9.0,0.022412109375,1342177408.0,81.64892578125,7.0,7.0,0.10556640625,37902.41782226563,1.0,268435456.0,80.759814453125,200.373876953125,0.0,0.0,0.0,0.0,1.329150390625,38681.25087890625,0.81708984375,201.14111328125,306.882080078125,large_process_kaas,process,5,8192,4,2415919104,kaas,True
3.0,60.945068359375,13.0,1545.20166015625,1342177408.0,13.0,0.036865234375,2415919232.0,408.17041015625,3.0,3.0,0.12158203125,37908.931640625,1.0,268435456.0,80.726806640625,203.32568359375,0.0,0.0,1.0,0.259765625,0.696533203125,40237.538330078125,0.794189453125,202.342041015625,,large_process_kaas,process,5,8192,4,2415919104,kaas,False
